League,year,month,day,homeTeam,awayTeam,homeGoals,awayGoals,matchResults
Colombia Copa Mustang,2018,8,13,NacionaldeMedellin,Millonarios,1,1,0
USA Major League Soccer,2018,8,13,DCUnited,OrlandoCity,3,2,1
Bolivia Nacional,2018,8,13,Blooming,RoyalPari,1,1,0
Colombia Copa Mustang,2018,8,20,Envigado,LaEquidad,0,1,-1
Argentina Primera A,2018,8,20,SanMartindeTucuman,Union,1,1,0
Spain Primera Liga,2018,8,20,AthleticBilbao,Leganes,2,1,1
Portugal Superliga,2018,8,20,Guimaraes,Feirense,0,1,-1
England Premier League,2018,8,20,CrystalPalace,Liverpool,0,2,-1
Turkey Super Lig,2018,8,20,Kasimpasa,IstanbulBuyuksehirBSK,2,1,1
France Ligue 2,2018,8,20,Metz,ACAjaccio,3,1,1
Ireland Premier,2018,8,20,Sligo,Dundalk,0,2,-1
Italy Serie A,2018,8,20,Atalanta,Frosinone,4,0,1
Spain Primera Liga,2018,8,20,Valencia,AtleticoMadrid,1,1,0
Holland Eerste Divisie,2018,8,20,AZII,AlmereCity,2,3,-1
Spain Segunda Liga,2018,8,20,Gimnastic,Tenerife,1,1,0
Bosnia and Herzegovina Premier League,2018,8,20,SirokiBrijeg,SlobodaTuzla,0,0,0
Serbia Prva Liga,2018,8,20,TrajalKrusevac,BuducnostDobanovci,0,2,-1
Romania Liga I,2018,8,20,CSUniversitateaCraiova,CSConcordiaChiajna,0,1,-1
Iceland Urvalsdeild,2018,8,20,FjolnirReykjavik,VikingurReykjavik,2,2,0
Iceland Urvalsdeild,2018,8,20,BreidablikKopavogur,ValurReykjavik,1,3,-1
Bulgaria A PFG,2018,8,20,Vereya,VitoshaSofia,0,1,-1
Denmark Superliga,2018,8,20,ACHorsens,AaB,0,0,0
Norway Tippeligaen,2018,8,20,Bodo/Glimt,OddGrenland,1,1,0
Sweden Allsvenskan,2018,8,20,Hammarby,Orebro,2,0,1
Sweden Allsvenskan,2018,8,20,IFKGoteborg,Ostersunds,2,1,1
Sweden Division 1,2018,8,20,Ljungskile,Husqvarna,1,1,0
Sweden Superettan,2018,8,20,Gefle,Brage,0,2,-1
Sweden Superettan,2018,8,20,Osters,Frej,2,0,1
Sweden Superettan,2018,8,20,IFKVarnamo,Orgryte,2,1,1
Sweden Superettan,2018,8,20,Degerfors,NorrbyIF,2,1,1
Russia Premier League,2018,8,20,DinamoMoscow,Ufa,3,0,1
Czech Gambrinus Liga,2018,8,20,SigmaOlomouc,BanikOstrava,1,4,-1
Poland Ekstraklasa,2018,8,20,SlaskWroclaw,PogonSzczecin,0,0,0
Estonia Esiliiga,2018,8,20,Elva,LevadiaTallinnII,0,6,-1
Finland Kakkonen,2018,8,20,FCHonkaAkatemia,KaPa,2,1,1
Finland Veikkausliiga,2018,8,20,Lahti,Rops,1,2,-1
Finland Veikkausliiga,2018,8,20,SJK,FCIlves,2,3,-1
Finland Ykkonen,2018,8,20,FCKooTeePee,KPV,1,3,-1
Belarus Premier League,2018,8,20,Torpedo-MAZMinsk,Gomel,1,2,-1
Romania Liga I,2018,8,20,Hermannstadt,Voluntari,4,0,1
Estonia Esiliiga,2018,8,20,Keila,Rakvere,1,3,-1
South Korea K-League Challenge,2018,8,20,Bucheon,,1995,0,1
South Korea K-League Challenge,2018,8,20,BusanIPark,SeongnamIlhwaChunma,2,0,1
USA Major League Soccer,2018,8,20,LosAngelesFC,Colorado,2,0,1
Colombia Copa Mustang,2018,8,20,JaguaresdeCordoba,SantaFe,0,0,0
USA Major League Soccer,2018,8,20,DCUnited,NewEngland,2,0,1
Bolivia Nacional,2018,8,20,OrientePetrolero,JorgeWilstermann,1,1,0
Brazil Serie B,2018,8,14,BrasilDePelotas,Avai,1,1,0
Algeria Ligue 1,2018,8,14,USMAlger,DRBTadjenant,3,1,1
Egypt Premier League,2018,8,14,ElGaish,AsyoutySport,1,2,-1
England League Cup,2018,8,14,WestBrom,Luton,1,0,1
Scottish Challenge Cup,2018,8,14,InverurieLocoWorks,FormartineUtd,0,1,-1
England League Cup,2018,8,14,Reading,Birmingham,2,0,1
England League Cup,2018,8,14,CambridgeUtd,NewportCounty,1,4,-1
England League Cup,2018,8,14,QPR,Peterborough,2,0,1
England League Cup,2018,8,14,BristolRovers,CrawleyTown,2,1,1
England League Cup,2018,8,14,BristolCity,Plymouth,0,1,-1
England League Cup,2018,8,14,MiltonKeynesDons,Charlton,3,0,1
England League Cup,2018,8,14,Swindon,ForestGreen,0,1,-1
England League Cup,2018,8,14,Norwich,Stevenage,3,1,1
England League Cup,2018,8,14,Exeter,Ipswich,1,1,0
England League Cup,2018,8,14,Wycombe,Northampton,1,1,0
England League Cup,2018,8,14,Cheltenham,Colchester,2,2,0
England League Cup,2018,8,14,Yeovil,AstonVilla,0,1,-1
England League Cup,2018,8,14,Southend,Brentford,2,4,-1
England League Cup,2018,8,14,Blackpool,Barnsley,3,1,1
England League Cup,2018,8,14,Millwall,Gillingham,0,0,0
England League Cup,2018,8,14,Portsmouth,AFCWimbledon,1,2,-1
England League Cup,2018,8,14,Oldham,Derby,0,2,-1
England League Cup,2018,8,14,Shrewsbury,BurtonAlbion,1,2,-1
England League Cup,2018,8,14,Mansfield,AccringtonStanley,6,1,1
England League Cup,2018,8,14,PortVale,LincolnCity,0,4,-1
England League Cup,2018,8,14,Preston,Morecambe,3,1,1
England League Cup,2018,8,14,Carlisle,Blackburn,1,5,-1
England League Cup,2018,8,14,Leeds,Bolton,2,1,1
England League Cup,2018,8,14,Middlesbrough,NottsCounty,3,3,0
England League Cup,2018,8,14,Macclesfield,Bradford,1,1,0
England League Cup,2018,8,14,Grimsby,Rochdale,0,2,-1
England League Cup,2018,8,14,SheffUtd,Hull,1,1,0
England League Cup,2018,8,14,Tranmere,Walsall,1,3,-1
England League Cup,2018,8,14,Crewe,FleetwoodTown,1,1,0
England League Cup,2018,8,14,Scunthorpe,Doncaster,1,2,-1
England League Cup,2018,8,14,Rotherham,Wigan,3,1,1
Scottish Challenge Cup,2018,8,14,InvernessCT,Dunfermline,1,2,-1
Scottish Challenge Cup,2018,8,14,Dundee,Hibernian,2,2,0
Scottish Challenge Cup,2018,8,14,Peterhead,Brechin,2,1,1
England Conference,2018,8,14,AFCFylde,SolihullMoors,3,1,1
England Conference,2018,8,14,Aldershot,DagenhamandRedbridge,2,1,1
England Conference,2018,8,14,Barrow,Chesterfield,3,2,1
England Conference,2018,8,14,BorehamWood,Gateshead,1,1,0
England Conference,2018,8,14,BraintreeTown,Hartlepool,1,1,0
England Conference,2018,8,14,DoverAthletic,HavantandW,4,3,1
England Conference,2018,8,14,Eastleigh,Bromley,1,0,1
England Conference,2018,8,14,EbbsfleetUnited,SuttonUtd,0,1,-1
England Conference,2018,8,14,HarrogateTown,Barnet,2,0,1
England Conference,2018,8,14,MaidenheadUtd,Wrexham,0,2,-1
England Conference,2018,8,14,MaidstoneUtd,LeytonOrient,1,2,-1
England Conference,2018,8,14,SalfordCity,Halifax,2,1,1
England Conference North,2018,8,14,TelfordUtd,BrackleyTown,2,1,1
England Conference North,2018,8,14,AlfretonTown,CurzonAshton,0,1,-1
England Conference North,2018,8,14,Altrincham,FCUnited,1,2,-1
England Conference North,2018,8,14,AshtonUtd,York,0,2,-1
England Conference North,2018,8,14,BostonUtd,NuneatonTown,2,1,1
England Conference North,2018,8,14,BradfordParkAvenue,SpennymoorTown,1,0,1
England Conference North,2018,8,14,Chorley,Southport,4,0,1
England Conference North,2018,8,14,Hereford,Leamington,2,1,1
England Conference North,2018,8,14,Stockport,Guiseley,1,1,0
England Conference South,2018,8,14,Bath,GloucesterCity,3,0,1
England Conference South,2018,8,14,ConcordRangers,Dartford,2,0,1
England Conference South,2018,8,14,EastThurrockUtd,EastbourneBorough,0,1,-1
England Conference South,2018,8,14,HemelHempstead,HungerfordTown,0,0,0
England Conference South,2018,8,14,OxfordCity,Torquay,1,0,1
England Conference South,2018,8,14,SloughTown,WestonSuperMare,2,1,1
England Conference South,2018,8,14,StAlbansCity,HamptonandRichmond,2,3,-1
England Conference South,2018,8,14,WellingUtd,BillericayTown,0,3,-1
Scottish Challenge Cup,2018,8,14,EastStirling,Motherwell,0,3,-1
England Conference South,2018,8,14,TruroCity,ChippenhamTown,1,2,-1
England League Cup,2018,8,14,OxfordUtd,Coventry,2,0,1
Scottish Challenge Cup,2018,8,14,HamiltonAcademical,Clyde,4,1,1
Scottish Challenge Cup,2018,8,14,QueensPark,Ayr,0,0,0
Scottish Challenge Cup,2018,8,14,Alloa,Stirling,3,1,1
Scottish Challenge Cup,2018,8,14,Cowdenbeath,EastFife,1,3,-1
Scottish Challenge Cup,2018,8,14,Raith,Aberdeen,3,1,1
Scottish Challenge Cup,2018,8,14,Stranraer,Partick,0,5,-1
Scottish Challenge Cup,2018,8,14,Berwick,AirdrieUtd,0,3,-1
Scottish Challenge Cup,2018,8,14,Dumbarton,Morton,2,1,1
Scottish Challenge Cup,2018,8,14,EdinburghCity,Albion,3,1,1
Scottish Challenge Cup,2018,8,14,AnnanAthletic,Celtic,4,0,1
Scottish Challenge Cup,2018,8,14,Hamilton,Clyde,4,1,1
Scottish Challenge Cup,2018,8,14,Stenhousemuir,QueenofSouth,0,3,-1
Scottish Challenge Cup,2018,8,14,Hearts,RossCounty,1,2,-1
Scottish Challenge Cup,2018,8,14,Rangers,Falkirk,1,2,-1
Champions League,2018,8,14,Ajax,StandardLiege,3,0,1
Champions League,2018,8,14,SpartakTrnava,CrvenaZvezda,1,1,0
England League Cup,2018,8,14,NottmForest,Bury,1,1,0
Champions League,2018,8,14,Skendija,,79,0,1
Champions League,2018,8,14,FehervarFC,Malmo,0,0,0
Champions League,2018,8,14,Fenerbahce,Benfica,1,1,0
Champions League,2018,8,14,DynamoZagreb,Astana,1,0,1
Champions League,2018,8,14,AEKAthens,Celtic,2,1,1
Scottish Challenge Cup,2018,8,14,Kilmarnock,StMirren,1,2,-1
South Africa Premiership,2018,8,14,Baroka,KaizerChiefs,1,1,0
Champions League,2018,8,14,SpartakMoscow,PAOKSalonika,0,0,0
Champions League,2018,8,14,BATEBorisov,Qarabagh,1,1,0
Sweden Superettan,2018,8,14,Orgryte,Helsingborgs,3,4,-1
Norway 1. Division,2018,8,14,Strommen,Sogndal,1,0,1
Champions League,2018,8,14,DynamoKiev,SlaviaPrague,2,0,1
Egypt Premier League,2018,8,14,ElGouna,HarasElHodood,1,1,0
Egypt Premier League,2018,8,14,Petrojet,AlMasry,2,2,0
Egypt Premier League,2018,8,14,Enppi,Smouha,2,3,-1
Finland Kakkonen,2018,8,14,Kiffen,GrankullaIFK,0,1,-1
Egypt Premier League,2018,8,14,ELDaklyeh,ElEntagElHarby,0,1,-1
China Super League,2018,8,14,BeijingGuoan,DalianAerbingFC,5,2,1
Bolivia Nacional,2018,8,14,SportsBoysWarnes,Aurora,2,0,1
Argentina Primera A,2018,8,14,AtleticoTucuman,RacingClub,2,2,0
Bolivia Nacional,2018,8,15,JorgeWilstermann,Guabira,3,2,1
Scottish Challenge Cup,2018,8,15,EastKilbride,Spartans,1,1,0
Scottish Challenge Cup,2018,8,15,CoveRangers,Montrose,2,2,0
Scottish Challenge Cup,2018,8,15,DundeeUtd,StJohnstone,3,2,1
Scottish Challenge Cup,2018,8,15,Elgin,Arbroath,1,1,0
England Conference North,2018,8,15,Darlington,BlythSpartans,1,1,0
Egypt Premier League,2018,8,15,NogoomElMostakbal,AlMoqawloonAlArab,0,2,-1
South Africa Premiership,2018,8,15,OrlandoPirates,BidvestWits,0,1,-1
Montenegro First League,2018,8,15,Sutjeska,Petrovac,2,1,1
Montenegro First League,2018,8,15,Grbalj,Rudar,0,1,-1
Montenegro First League,2018,8,15,Zeta,Iskra,1,3,-1
Montenegro First League,2018,8,15,Mladost,Buducnost,1,0,1
Bosnia and Herzegovina Premier League,2018,8,15,GoskGabela,TuzlaCity,3,2,1
Bosnia and Herzegovina Premier League,2018,8,15,RadnikBijeljina,CelikZenica,0,0,0
Bosnia and Herzegovina Premier League,2018,8,15,SlobodaTuzla,Krupa,1,0,1
Montenegro First League,2018,8,15,MornarBar,Lovcen,2,4,-1
Bosnia and Herzegovina Premier League,2018,8,15,DobojKakanj,SirokiBrijeg,0,1,-1
Germany Regionalliga Bayern,2018,8,15,Pipinsried,BayernMunichII,1,3,-1
China Super League,2018,8,15,HenanJianye,Guangzhou,0,5,-1
China Super League,2018,8,15,ShanghaiShenhua,GuizhouZhicheng,3,1,1
China League One,2018,8,15,HubeiHuakaier,GuangdongKejia,3,2,1
Singapore S-League,2018,8,15,YoungLions,DPMMFC,1,1,0
Singapore S-League,2018,8,15,SingaporeArmedForces,TampinesRovers,2,1,1
Singapore S-League,2018,8,15,GeylangUnited,HomeUnited,1,5,-1
Singapore S-League,2018,8,15,SengkangPunggol,BalestierKhalsa,1,2,-1
China Super League,2018,8,15,ShandongLuneng,HebeiZhongji,3,1,1
China Super League,2018,8,15,BeijingRenhe,ChangchunYatai,1,3,-1
China Super League,2018,8,15,JiangsuShuntian,ChongqingLifan,0,0,0
China Super League,2018,8,15,TianjinSongjiang,TianjinTeda,0,0,0
China League One,2018,8,15,NeiMongolZhongyou,MeizhouMeixianTechand,1,0,1
China League One,2018,8,15,Yanbian,DalianTranscendence,1,0,1
China League One,2018,8,15,FujianJunhao,NanchangBayi,2,3,-1
China League One,2018,8,15,HangzhouLvcheng,HarbinTengyi,2,2,0
China League One,2018,8,15,HeilongjiangLava,QingdaoHainiu,1,1,0
China League One,2018,8,15,LiaoningHongyun,WuhanZall,0,2,-1
China League One,2018,8,15,BeijingBaxi,Shenzhen,1,1,0
Japan J-League,2018,8,15,YokohamaFMarinos,NagoyaGrampusEight,1,2,-1
South Korea K-League,2018,8,15,GyeongnamFC,UlsanHorang-i,0,0,0
South Korea K-League,2018,8,15,IncheonUnited,SangjuSangmu,0,1,-1
South Korea K-League,2018,8,15,ChunnamDragons,GangwonFC,1,4,-1
South Korea K-League,2018,8,15,JejuUnited,DaeguFC,1,2,-1
South Korea K-League Challenge,2018,8,15,SeoulE-Land,DaejeonCitizen,1,0,1
China Super League,2018,8,15,ShanghaiTelaishi,GuangzhouRF,3,1,1
South Korea K-League,2018,8,15,SuwonBluewings,FCSeoul,0,0,0
South Korea K-League,2018,8,15,PohangSteelers,JeonbukMotors,0,2,-1
Japan J-League,2018,8,15,VegaltaSendai,ShonanBellmare,4,1,1
Japan J-League,2018,8,15,UrawaRedDiamonds,JubiloIwata,4,0,1
Japan J-League,2018,8,15,FCTokyo,KashiwaReysol,0,1,-1
Japan J-League,2018,8,15,KawasakiFrontale,SaganTosu,0,0,0
Japan J-League,2018,8,15,GambaOsaka,ConsadoleSapporo,1,1,0
Japan J-League,2018,8,15,CerezoOsaka,ShimizuS-Pulse,3,1,1
Japan J-League,2018,8,15,VisselKobe,SanfrecceHiroshima,1,1,0
Japan J-League,2018,8,15,V-VarenNagasaki,KashimaAntlers,1,2,-1
USA Major League Soccer,2018,8,15,LosAngeles,Colorado,2,2,0
Brazil Serie B,2018,8,15,PontePreta,CriciumaSC,3,1,1
Brazil Serie B,2018,8,7,Avai,VilaNova,1,0,1
Iceland Urvalsdeild,2018,8,7,BreidablikKopavogur,KRReykjavik,1,0,1
Champions League,2018,8,7,Benfica,Fenerbahce,1,0,1
England Conference South,2018,8,7,WestonSuperMare,TruroCity,1,1,0
England Championship,2018,8,7,NottmForest,WestBrom,1,1,0
England Championship,2018,8,7,Middlesbrough,SheffUtd,3,0,1
England Conference,2018,8,7,Barnet,BraintreeTown,1,1,0
England Conference,2018,8,7,Bromley,DoverAthletic,2,2,0
England Conference,2018,8,7,Chesterfield,Aldershot,3,0,1
England Conference,2018,8,7,DagenhamandRedbridge,MaidstoneUtd,1,2,-1
England Conference,2018,8,7,Halifax,Barrow,2,0,1
England Conference,2018,8,7,Gateshead,SalfordCity,2,1,1
England Conference,2018,8,7,Hartlepool,HarrogateTown,2,2,0
England Conference,2018,8,7,HavantandW,BorehamWood,0,0,0
England Conference,2018,8,7,LeytonOrient,EbbsfleetUnited,1,1,0
England Conference,2018,8,7,SolihullMoors,MaidenheadUtd,1,0,1
England Conference,2018,8,7,SuttonUtd,Eastleigh,1,0,1
England Conference,2018,8,7,Wrexham,AFCFylde,0,0,0
England Conference North,2018,8,7,BlythSpartans,BradfordParkAvenue,1,2,-1
England Conference North,2018,8,7,BrackleyTown,AlfretonTown,3,1,1
England Conference North,2018,8,7,FCUnited,AshtonUtd,3,4,-1
England Conference North,2018,8,7,Guiseley,Chorley,0,2,-1
England Conference North,2018,8,7,Kidderminster,TelfordUtd,0,0,0
England Conference North,2018,8,7,Leamington,BostonUtd,2,0,1
England Conference North,2018,8,7,NuneatonTown,Hereford,0,0,0
England Conference North,2018,8,7,Southport,Altrincham,1,3,-1
England Conference North,2018,8,7,SpennymoorTown,Darlington,2,2,0
England Conference North,2018,8,7,York,Stockport,1,0,1
England Conference South,2018,8,7,BillericayTown,ConcordRangers,1,1,0
England Conference South,2018,8,7,ChippenhamTown,SloughTown,1,0,1
England Conference South,2018,8,7,Dartford,ChelmsfordCity,1,0,1
England Conference South,2018,8,7,EastbourneBorough,WellingUtd,1,0,1
England Conference South,2018,8,7,GloucesterCity,OxfordCity,1,0,1
England Conference South,2018,8,7,HamptonandRichmond,HemelHempstead,1,2,-1
England Conference South,2018,8,7,HungerfordTown,Wealdstone,1,1,0
England Conference South,2018,8,7,Torquay,Bath,1,0,1
England Conference South,2018,8,7,Woking,StAlbansCity,2,1,1
Coppa Italia,2018,8,7,Lecce,Feralpisalo,0,0,0
Champions League,2018,8,7,CrvenaZvezda,SpartakTrnava,1,1,0
Egypt Premier League,2018,8,7,AlMasry,AlAhly,0,2,-1
Champions League,2018,8,7,StandardLiege,Ajax,2,2,0
Champions League,2018,8,7,SlaviaPrague,DynamoKiev,1,1,0
South Africa Premiership,2018,8,7,PolokwaneCity,MamelodiSundowns,0,2,-1
South Africa Premiership,2018,8,7,KaizerChiefs,BidvestWits,1,3,-1
Germany Regionalliga Southwest,2018,8,7,KickersOffenbach,MainzII,0,1,-1
Champions League,2018,8,7,Malmo,FehervarFC,1,1,0
Norway 1. Division,2018,8,7,Kongsvinger,SandnesUlf,6,0,1
Champions League,2018,8,7,Qarabagh,BATEBorisov,0,1,-1
Germany Regionalliga Southwest,2018,8,7,VfBStuttgartII,Saarbrucken,0,3,-1
Sweden Superettan,2018,8,7,Falkenbergs,Orgryte,1,1,0
Germany Regionalliga Southwest,2018,8,7,WaldhofMannheim,HessenDreieich,4,2,1
Germany Regionalliga Southwest,2018,8,7,Steinbach,FSVFrankfurt,2,1,1
Germany Regionalliga Southwest,2018,8,7,Homburg,Elversberg,3,0,1
Germany Regionalliga Southwest,2018,8,7,WormatiaWorms,AstoriaWalldorf,1,3,-1
Germany Bundesliga III,2018,8,7,Braunschweig,FSVZwickau,1,1,0
Germany Bundesliga III,2018,8,7,VfRAalen,FCKickersWurzburg,3,2,1
Germany Bundesliga III,2018,8,7,Kaiserslautern,PreussenMunster,1,2,-1
Germany Bundesliga III,2018,8,7,CarlZeissJena,Hallescher,0,3,-1
Germany Bundesliga III,2018,8,7,FortunaKoln,Karlsruhe,0,1,-1
Germany Regionalliga Northeast,2018,8,7,LokomotiveLeipzig,Bischofswerdaer,1,2,-1
Germany Regionalliga Northeast,2018,8,7,GermaniaHalberstadt,RWErfurt,0,1,-1
Germany Regionalliga Southwest,2018,8,7,Pirmasens,Ulm,2,2,0
Europa League,2018,8,7,Pyunik,MaccabiTelAviv,0,0,0
Champions League,2018,8,7,Astana,DynamoZagreb,0,2,-1
Singapore S-League,2018,8,7,DPMMFC,AlbirexNiigata,1,3,-1
Colombia Copa Mustang,2018,8,7,JaguaresdeCordoba,Leones,2,0,1
Brazil Serie B,2018,8,10,Goias,CSAAL,3,0,1
Argentina Primera A,2018,8,10,VelezSarsfield,NewellsOldBoys,2,0,1
Algeria Ligue 1,2018,8,10,CSConstantine,HusseinDey,1,1,0
Portugal Superliga,2018,8,10,Benfica,Guimaraes,3,2,1
Wales Premier League,2018,8,10,CardiffMetropolitanUniversity,Newtown,2,1,1
England Premier League,2018,8,10,ManUtd,Leicester,2,1,1
France Ligue 1,2018,8,10,Marseille,Toulouse,4,0,1
Northern Ireland Premier League,2018,8,10,Linfield,InstituteFC,3,0,1
Northern Ireland Premier League,2018,8,10,NewryCity,DungannonSwifts,2,1,1
Wales Premier League,2018,8,10,AberystwythTown,Llandudno,1,0,1
Wales Premier League,2018,8,10,BalaTown,CarmarthenTown,2,1,1
Turkey Super Lig,2018,8,10,Ankaragucu,Galatasaray,1,3,-1
Turkey Lig 1,2018,8,10,Karabukspor,AdanaDemirspor,0,1,-1
Belgium Juliper League,2018,8,10,ClubBrugge,Kortrijk,3,0,1
Belgium Division 2,2018,8,10,BeerschotWilrijk,Westerlo,1,1,0
Poland Ekstraklasa,2018,8,10,WislaKrakow,WislaPlock,1,1,0
Germany Bundesliga II,2018,8,10,StPauli,Darmstadt,2,0,1
Switzerland Challenge League,2018,8,10,Chiasso,Schaffhausen,2,1,1
France Ligue 2,2018,8,10,ACAjaccio,Sochaux,2,3,-1
France Ligue 2,2018,8,10,AjaccioGFCO,Lorient,1,3,-1
France Ligue 2,2018,8,10,Brestois,Paris,1,1,0
France Ligue 2,2018,8,10,Grenoble,ChamoisNiort,1,0,1
France Ligue 2,2018,8,10,Nancy,Lens,0,3,-1
France Ligue 2,2018,8,10,Orleans,Auxerre,0,3,-1
France Ligue 2,2018,8,10,RedStar,LeHavre,0,1,-1
France Ligue 2,2018,8,10,Troyes,Beziers,0,1,-1
France Ligue 2,2018,8,10,Valenciennes,Chateauroux,1,1,0
Croatia 1.HNL,2018,8,10,DynamoZagreb,NKSlaven,2,1,1
Serbia Super Liga,2018,8,10,RadnickiNis,Vozdovac,1,0,1
Serbia Prva Liga,2018,8,10,JavorIvanjica,FKMetalac,1,1,0
Holland Eredivisie,2018,8,10,FCZwolle,Heerenveen,2,3,-1
Hungary Arany Aszok Liga,2018,8,10,FehervarFC,VSCDebrecen,1,1,0
France National,2018,8,10,LeMans,Avranches,1,1,0
France National,2018,8,10,VillefrancheSurSaone,Marignane,1,1,0
France National,2018,8,10,Tours,SannoisSaint-Gratien,0,0,0
France National,2018,8,10,BourgPeronnas,JeannedArc,1,0,1
France National,2018,8,10,QuevillyRouen,LyonDuchere,1,1,0
France National,2018,8,10,Boulogne,Laval,2,0,1
France National,2018,8,10,RodezAveyron,Cholet,0,1,-1
Romania Liga I,2018,8,10,Botosani,AstraGiurgiu,1,1,0
Egypt Premier League,2018,8,10,WadiDegla,Petrojet,0,2,-1
Germany Regionalliga West,2018,8,10,Bonner,ViktoriaKoln,2,2,0
Germany Regionalliga West,2018,8,10,Rodinghausen,Verl,0,0,0
Germany Regionalliga North,2018,8,10,WolfsburgII,Lubeck,0,0,0
Bulgaria A PFG,2018,8,10,LokomotivPlovdiv,Vereya,3,0,1
Denmark Superliga,2018,8,10,Vendsyssel,Vejle,1,1,0
Sweden Superettan,2018,8,10,Landskrona,Degerfors,1,2,-1
Norway Tippeligaen,2018,8,10,Sandefjord,Tromso,1,0,1
Sweden Allsvenskan,2018,8,10,IFKGoteborg,IKSirius,2,3,-1
Sweden Allsvenskan,2018,8,10,Dalkurd,Malmo,0,1,-1
Germany Regionalliga West,2018,8,10,Wiedenbruck,BorussiaMonchengladbachII,1,1,0
Germany Regionalliga West,2018,8,10,Oberhausen,AlemanniaAachen,3,2,1
Germany Regionalliga Southwest,2018,8,10,Ulm,KickersOffenbach,2,1,1
Germany Regionalliga Bayern,2018,8,10,Illertissen,IngolstadtII,3,2,1
Germany Regionalliga Bayern,2018,8,10,,Rosenheim,1860,1,1
Germany Regionalliga Bayern,2018,8,10,Buchbach,SVHeimstetten,2,5,-1
Germany Bundesliga III,2018,8,10,Karlsruhe,CarlZeissJena,1,1,0
Qatar Stars League,2018,8,10,AlAhli,QatarSC,2,0,1
Czech Gambrinus Liga,2018,8,10,MladaBoleslav,SlaviaPrague,0,1,-1
Germany Bundesliga II,2018,8,10,Ingolstadt,GreutherFurth,1,1,0
Germany Bundesliga II,2018,8,10,Paderborn,Regensburg,2,0,1
Germany Regionalliga Bayern,2018,8,10,ViktoriaAschaffenburg,GreutherFurthII,0,1,-1
Germany Regionalliga Bayern,2018,8,10,SpVggBayreuth,VfBEichstatt,0,2,-1
Estonia Meistriliiga,2018,8,10,NommeJKKalju,FCKuressaare,4,0,1
Germany Regionalliga Bayern,2018,8,10,Schalding-Heining,BayernMunichII,0,2,-1
Iran Pro League,2018,8,10,NaftTehran,Foolad,0,0,0
Iran Pro League,2018,8,10,Sepahan,Paykan,0,0,0
Iran Pro League,2018,8,10,Esteghlal,TractorSazi,3,0,1
Czech Druha Liga,2018,8,10,Jihlava,FKSpartak,2,1,1
Czech Druha Liga,2018,8,10,HradecKralove,MFKVitkovice,0,0,0
Ukraine UPL,2018,8,10,OlimpikDonetsk,Lviv,1,1,0
Germany Regionalliga Bayern,2018,8,10,Pipinsried,NurnbergII,0,0,0
Estonia Meistriliiga,2018,8,10,FCFloraPaide,FloraTallinn,0,2,-1
Poland Ekstraklasa,2018,8,10,LechiaGdansk,MiedzLegnica,2,0,1
Finland Kakkonen,2018,8,10,FCVaajakoski,MP,0,2,-1
Iran Pro League,2018,8,10,PadidehKhorasan,SanatNaft,1,0,1
Bulgaria A PFG,2018,8,10,Etar,ChernoMoreVarna,1,1,0
Russia Premier League,2018,8,10,UralSverdlovskayaOblast,DinamoMoscow,1,1,0
Qatar Stars League,2018,8,10,AlRayyan,UmmSalal,1,1,0
Iran Pro League,2018,8,10,GostareshFoolad,SepidroodRasht,1,1,0
Georgia Umaglesi Liga,2018,8,10,Samtredia,Sioni,0,4,-1
China Super League,2018,8,10,DalianAerbingFC,GuangzhouRF,3,0,1
China Super League,2018,8,10,TianjinTeda,HenanJianye,2,0,1
China Super League,2018,8,10,BeijingGuoan,JiangsuShuntian,3,1,1
China League One,2018,8,10,NanchangBayi,HangzhouLvcheng,1,3,-1
Japan J-League,2018,8,10,GambaOsaka,FCTokyo,2,1,1
Brazil Serie B,2018,8,21,BrasilDePelotas,Paysandu,0,0,0
Brazil Serie B,2018,8,21,Avai,JuventudeRS,1,0,1
Brazil Serie B,2018,8,21,CriciumaSC,Coritiba,2,2,0
Brazil Serie B,2018,8,21,Londrina,PontePreta,1,0,1
Champions League,2018,8,21,CrvenaZvezda,SVSalzburg,0,0,0
Champions League,2018,8,21,Benfica,PAOKSalonika,1,1,0
Champions League,2018,8,21,BATEBorisov,PSV,2,3,-1
Scottish Challenge Cup,2018,8,21,Livingston,Forfar,0,0,0
England Championship,2018,8,21,Derby,Ipswich,2,0,1
England Championship,2018,8,21,QPR,BristolCity,0,3,-1
England Championship,2018,8,21,Rotherham,Hull,2,3,-1
England Championship,2018,8,21,Swansea,Leeds,2,2,0
England League 1,2018,8,21,AFCWimbledon,Walsall,1,3,-1
England League 1,2018,8,21,Blackpool,Coventry,2,0,1
England League 1,2018,8,21,Bradford,BurtonAlbion,1,0,1
England League 1,2018,8,21,BristolRovers,Portsmouth,1,2,-1
England League 1,2018,8,21,Charlton,Peterborough,0,1,-1
England League 1,2018,8,21,Doncaster,Shrewsbury,0,0,0
England League 1,2018,8,21,Luton,Southend,2,0,1
England League 1,2018,8,21,OxfordUtd,AccringtonStanley,2,3,-1
England League 1,2018,8,21,Plymouth,Wycombe,1,1,0
England League 1,2018,8,21,Rochdale,Barnsley,0,4,-1
England League 2,2018,8,21,CambridgeUtd,Exeter,0,2,-1
England League 2,2018,8,21,Carlisle,PortVale,2,1,1
England League 2,2018,8,21,Colchester,Crewe,6,0,1
